name,nameLocalized,staticId,level,baseExp,jobExp,maxHp,physicDefenseLevel,zeny
" ""MonsterName50079"""," ""大斧氏族卫兵""",50079,75,-1,-1,495508,748,-1
" ""MonsterName50080"""," ""汪金森""",50080,76,-1,-1,524097,515,-1
" ""MonsterName50081"""," ""狂暴的傀儡娃娃""",50081,76,-1,-1,495508,624,-1
" ""MonsterName50082"""," ""入侵的小恶魔""",50082,76,-1,-1,262048,322,-1
" ""MonsterName50083"""," ""入侵的梦魇""",50083,76,-1,-1,524097,515,-1
" ""MonsterName50084"""," ""防卫军""",50084,30,-1,-1,10000,1000,-1
" ""MonsterName50085"""," ""入侵的恶灵""",50085,76,-1,-1,524097,515,-1
" ""MonsterName50086"""," ""德古拉男爵""",50086,77,-1,-1,830591,332,-1
" ""MonsterName50055"""," ""突然出现的妖道""",50087,10,-1,-1,560,34,-1
" ""MonsterName50070"""," ""追击的萨满弟子""",50088,32,-1,-1,3600,103,-1
" ""MonsterName50079"""," ""大斧氏族卫兵""",50089,75,-1,-1,495508,748,-1
" ""MonsterName50085"""," ""入侵的恶灵""",50090,76,-1,-1,524097,515,-1
" ""MonsterName50077"""," ""戈尔鲁什""",50091,75,-1,-1,443233,702,-1
" ""MonsterName50074"""," ""兽人反对者""",50092,74,-1,-1,342214,277,-1
" ""MonsterName50074"""," ""兽人反对者""",50093,74,-1,-1,342214,277,-1
" ""MonsterName50074"""," ""兽人反对者""",50094,74,-1,-1,342214,277,-1
" ""MonsterName50095"""," ""游荡的卡拉特小丑""",50095,80,-1,-1,683157,898,-1
" ""MonsterName50096"""," ""被吸引的卡拉特小丑""",50096,80,-1,-1,683157,898,-1
" ""MonsterName50097"""," ""被吸引的卡拉特小丑""",50097,80,-1,-1,683157,898,-1
" ""MonsterName50098"""," ""被吸引的卡拉特小丑""",50098,80,-1,-1,683157,898,-1
" ""MonsterName50099"""," ""哀伤的暗神官""",50099,82,-1,-1,462351,663,-1
" ""MonsterName50100"""," ""守护残页的血腥骑士""",50100,82,-1,-1,462351,663,-1
" ""MonsterName50101"""," ""哀怨的血腥骑士""",50101,84,-1,-1,971814,681,-1
" ""MonsterName50102"""," ""哄抢料理的劳改犯""",50102,85,-1,-1,1020492,875,-1
" ""MonsterName50103"""," ""监工贤者虫""",50103,80,-1,-1,485907,681,-1
" ""MonsterName50104"""," ""监工贤者虫""",50104,80,-1,-1,485907,681,-1
" ""MonsterName50104"""," ""监工贤者虫""",50105,80,-1,-1,485907,681,-1
" ""MonsterName50106"""," ""愤怒的囚犯""",50106,86,-1,-1,1020492,875,-1
" ""MonsterName50107"""," ""愤怒的囚犯""",50107,86,-1,-1,1070770,719,-1
" ""MonsterName50108"""," ""被关押的囚犯""",50108,86,-1,-1,1070770,719,-1
" ""MonsterName50109"""," ""被关押的囚犯""",50109,86,-1,-1,1070770,719,-1
" ""MonsterName50110"""," ""被关押的囚犯""",50110,86,-1,-1,1070770,719,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50111,86,-1,-1,1020492,875,-1
" ""MonsterName50112"""," ""被控制的瑞比欧""",50112,87,-1,-1,1176262,473,-1
" ""MonsterName50112"""," ""被控制的瑞比欧""",50113,87,-1,-1,1176262,473,-1
" ""MonsterName50112"""," ""被控制的瑞比欧""",50114,87,-1,-1,1176262,473,-1
" ""MonsterName50115"""," ""入侵的深渊骑士""",50115,88,-1,-1,1231545,1163,-1
" ""MonsterName50116"""," ""梦罗克""",50116,88,-1,-1,1231545,1163,-1
" ""MonsterName50117"""," ""黑暗之王""",50117,88,-1,-1,1231545,1163,-1
" ""MonsterName50118"""," ""画像中的傀儡娃娃""",50118,82,-1,-1,462351,414,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50119,86,-1,-1,1020492,875,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50120,86,-1,-1,1020492,875,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50121,86,-1,-1,1020492,875,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50122,86,-1,-1,1020492,875,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50123,86,-1,-1,1020492,875,-1
" ""MonsterName50111"""," ""聚集的囚犯""",50124,86,-1,-1,1020492,875,-1
" ""MonsterName51001"""," ""墓室守卫""",51001,38,-1,-1,8424,40,-1
" ""MonsterName51002"""," ""刺客""",51002,40,-1,-1,10252,60,-1
" ""MonsterName51003"""," ""伤人的毒蛇""",51003,42,-1,-1,6499,60,-1
" ""MonsterName51004"""," ""沙漠狼首领""",51004,42,-1,-1,12429,133,-1
" ""MonsterName51005"""," ""可疑的盗贼""",51005,43,-1,-1,13629,120,-1
" ""MonsterName51006"""," ""躁动的白蚁""",51006,43,-1,-1,6815,60,-1
" ""MonsterName51007"""," ""躁动的工蚁""",51007,43,-1,-1,6886,60,-1
" ""MonsterName51008"""," ""蚁后""",51008,45,-1,-1,20370,121,-1
" ""MonsterName51009"""," ""蓝疯兔""",51009,15,-1,-1,1482,18,-1
" ""MonsterName51010"""," ""小蓝疯兔""",51010,15,-1,-1,1482,18,-1
" ""MonsterName51011"""," ""悬崖上的秃鹰""",51011,52,-1,-1,14144,153,-1
" ""MonsterName51012"""," ""刺客""",51012,52,-1,-1,18745,153,-1
" ""MonsterName51013"""," ""变异盗虫""",51013,52,-1,-1,11871,153,-1
" ""MonsterName51014"""," ""变异的疯兔""",51014,54,-1,-1,30011,180,-1
" ""MonsterName51015"""," ""追击的刺客""",51015,53,-1,-1,19002,150,-1
" ""MonsterName51016"""," ""流浪汉""",51016,54,-1,-1,29807,174,-1
" ""MonsterName51017"""," ""追击的蜂兵""",51017,26,-1,-1,2100,74,-1
" ""MonsterName51018"""," ""追击的蜂兵""",51018,25,-1,-1,1900,69,-1
" ""MonsterName51019"""," ""追击的蜂兵""",51019,27,-1,-1,2400,79,-1
" ""MonsterName51020"""," ""守卫的蜗牛""",51020,26,-1,-1,2100,74,-1
" ""MonsterName51021"""," ""贪婪的克瑞米""",51021,26,-1,-1,2100,74,-1
" ""MonsterName51022"""," ""格伦""",51022,45,-1,-1,8135,153,-1
" ""MonsterName51023"""," ""变异盗虫""",51023,45,-1,-1,8135,153,-1
" ""MonsterName51024"""," ""变异盗虫""",51024,45,-1,-1,8135,153,-1
" ""MonsterName51025"""," ""凶猛的黑蛇""",51025,31,-1,-1,3600,103,-1
" ""MonsterName51026"""," ""贪婪的皮里恩""",51026,31,-1,-1,3600,103,-1
" ""MonsterName51027"""," ""安毕斯的幻影""",51027,35,-1,-1,5300,131,-1
" ""MonsterName51028"""," ""疯狂的蚁后""",51028,36,-1,-1,5900,140,-1
" ""MonsterName51029"""," ""疯狂的蚂蚁""",51029,36,-1,-1,5900,140,-1
" ""MonsterName51030"""," ""疯狂的蚁后""",51030,35,-1,-1,5300,131,-1
" ""MonsterName51031"""," ""梦罗克祭祀""",51031,38,-1,-1,6800,159,-1
" ""MonsterName51032"""," ""刺客公会成员""",51032,37,-1,-1,6300,149,-1
" ""MonsterName51033"""," ""被削弱的皮里恩""",51033,41,-1,-1,9000,202,-1
" ""MonsterName51035"""," ""愤怒的大嘴鸟""",51035,40,-1,-1,8000,185,-1
" ""MonsterName51005"""," ""可疑的盗贼""",51036,10,-1,-1,330,25,-1
" ""MonsterName51043"""," ""训练用波利""",51043,1,-1,-1,120,18,-1
" ""MonsterName51044"""," ""调皮的疯兔""",51044,12,-1,-1,430,29,-1
" ""MonsterName51045"""," ""疯狂的气泡虫""",51045,54,-1,-1,14213,189,-1
" ""MonsterName51046"""," ""贪婪的邪骸海盗""",51046,54,-1,-1,18213,189,-1
" ""MonsterName51047"""," ""懒洋洋的海葵""",51047,50,-1,-1,12213,160,-1
" ""MonsterName51048"""," ""游荡的白幽灵""",51048,50,-1,-1,9701,118,-1
" ""MonsterName51049"""," ""不听话的海盗骷髅""",51049,50,-1,-1,10731,106,-1
" ""MonsterName51050"""," ""悠闲的人鱼""",51050,43,-1,-1,8135,140,-1
" ""MonsterName50034"""," ""凶狠的螃蟹""",51051,38,-1,-1,4274,53,-1
" ""MonsterName51052"""," ""被诱惑的魔鬼大乌贼""",51052,53,-1,-1,35425,150,-1
" ""MonsterName51053"""," ""被诱惑的大脚龙虾""",51053,53,-1,-1,35425,150,-1
" ""MonsterName51054"""," ""狂躁的人鱼""",51054,54,-1,-1,24425,166,-1
" ""MonsterName51055"""," ""围攻的卡那多斯""",51055,53,-1,-1,16459,212,-1
" ""MonsterName51056"""," ""波拉德""",51056,64,-1,-1,38639,296,-1
" ""MonsterName51057"""," ""时之使魔""",51057,65,-1,-1,90760,296,-1
" ""MonsterName51058"""," ""诡异的僵尸""",51058,65,-1,-1,56201,296,-1
" ""MonsterName51059"""," ""时之使魔""",51059,66,-1,-1,95023,296,-1
" ""MonsterName51060"""," ""时之使魔""",51060,67,-1,-1,99520,296,-1
" ""MonsterName51061"""," ""暴躁的鬼火""",51061,62,-1,-1,70020,287,-1
" ""MonsterName51062"""," ""忧愁的鬼火""",51062,62,-1,-1,70020,287,-1
" ""MonsterName51063"""," ""焦虑的鬼火""",51063,62,-1,-1,70020,287,-1
" ""MonsterName51064"""," ""银珠""",51064,62,-1,-1,75020,287,-1
" ""MonsterName51065"""," ""突然出现的鬼女""",51065,62,-1,-1,60020,287,-1
" ""MonsterName51066"""," ""妖狐姥姥""",51066,62,-1,-1,79020,287,-1
" ""MonsterName51067"""," ""愤怒的大脚熊""",51067,60,-1,-1,99520,296,-1
" ""MonsterName51068"""," ""饥饿的狼""",51068,63,-1,-1,99520,296,-1
" ""MonsterName51069"""," ""斗篷男""",51069,67,-1,-1,99520,296,-1
" ""MonsterName51070"""," ""溜溜猴喽啰""",51070,67,-1,-1,99520,296,-1
" ""MonsterName51071"""," ""溜溜猴头目""",51071,67,-1,-1,149520,296,-1
" ""MonsterName51072"""," ""惠勒""",51072,74,-1,-1,693727,296,-1
" ""MonsterName51073"""," ""不怀好意的盗贼""",51073,74,-1,-1,349520,296,-1
" ""MonsterName51074"""," ""不怀好意的盗贼""",51074,74,-1,-1,349520,296,-1
" ""MonsterName51075"""," ""不怀好意的盗贼""",51075,74,-1,-1,349520,296,-1
" ""MonsterName51076"""," ""不怀好意的盗贼""",51076,74,-1,-1,349520,296,-1
" ""MonsterName51077"""," ""不怀好意的盗贼""",51077,74,-1,-1,349520,296,-1
" ""MonsterName51078"""," ""盗贼守卫""",51078,74,-1,-1,699520,296,-1
" ""MonsterName51079"""," ""游荡的兽人腐尸""",51079,74,-1,-1,349520,296,-1
" ""MonsterName51080"""," ""变异的邪骸兽人""",51080,74,-1,-1,349520,296,-1
" ""MonsterName51081"""," ""小恶魔""",51081,76,-1,-1,349520,300,-1
" ""MonsterName51082"""," ""西比尔""",51082,74,-1,-1,749520,296,-1
" ""MonsterName51083"""," ""风魔巫师""",51083,75,-1,-1,746203,300,-1
" ""MonsterName51084"""," ""绿腐尸""",51084,74,-1,-1,559520,296,-1
" ""MonsterName51085"""," ""南瓜先生""",51085,74,-1,-1,379520,296,-1
" ""MonsterName51086"""," ""傀儡娃娃""",51086,75,-1,-1,579520,296,-1
" ""MonsterName51087"""," ""杜鲁门""",51087,76,-1,-1,759520,296,-1
" ""MonsterName51088"""," ""被诱惑的波利""",51088,71,-1,-1,443233,702,-1
" ""MonsterName51089"""," ""被诱惑的天使波利""",51089,71,-1,-1,483233,702,-1
" ""MonsterName51090"""," ""围攻的波波利""",51090,71,-1,-1,453233,702,-1
" ""MonsterName51091"""," ""巨型橘猫""",51091,72,-1,-1,495508,624,-1
" ""MonsterName51092"""," ""哈沃德""",51092,74,-1,-1,544424,685,-1
" ""MonsterName51093"""," ""暴躁的犬妖族卫兵""",51093,77,-1,-1,616211,706,-1
" ""MonsterName51094"""," ""聚集的哥布灵""",51094,77,-1,-1,586211,706,-1
" ""MonsterName51091"""," ""巨型橘猫""",51095,72,-1,-1,495508,624,-1
" ""MonsterName51096"""," ""安伯""",51096,77,-1,-1,629520,350,-1
" ""MonsterName51097"""," ""愤怒的哥布灵""",51097,77,-1,-1,338385,427,-1
" ""MonsterName51098"""," ""愤怒的兽人英雄""",51098,76,-1,-1,767743,400,-1
" ""MonsterName51099"""," ""愤怒的犬妖族卫兵""",51099,69,-1,-1,236322,300,-1
" ""MonsterName51078"""," ""盗贼守卫""",51100,67,-1,-1,149520,296,-1
" ""MonsterName10024"""," ""沙漠之狼""",51101,30,-1,-1,9900,97,-1
" ""MonsterName51102"""," ""死灵""",51102,78,-1,-1,849656,360,-1
" ""MonsterName51103"""," ""装神弄鬼的米诺斯""",51103,80,-1,-1,99439561,5805,-1
" ""MonsterName51104"""," ""围攻的魔物""",51104,82,-1,-1,1020492,975,-1
" ""MonsterName51073"""," ""不怀好意的盗贼""",51105,74,-1,-1,349520,296,-1
" ""MonsterName51078"""," ""盗贼守卫""",51106,67,-1,-1,149520,296,-1
" ""MonsterName51107"""," ""流氓团伙喽啰""",51107,72,-1,-1,500000,296,-1
" ""MonsterName51108"""," ""沙漠之狼""",51108,72,-1,-1,149520,296,-1
" ""MonsterName51109"""," ""暴躁的伞蜥""",51109,72,-1,-1,149520,296,-1
" ""MonsterName51110"""," ""流氓团伙喽啰""",51110,72,-1,-1,500000,296,-1
" ""MonsterName51111"""," ""流氓团伙喽啰""",51111,72,-1,-1,500000,296,-1
" ""MonsterName51112"""," ""歌蒂""",51112,72,-1,-1,149520,296,-1
" ""MonsterName51113"""," ""愤怒的贫民""",51113,72,-1,-1,149520,296,-1
" ""MonsterName51114"""," ""愤怒的贫民""",51114,72,-1,-1,149520,296,-1
" ""MonsterName10179"""," ""贤者虫""",51115,84,-1,-1,9439561,5644,-1
" ""MonsterName51116"""," ""徘徊的瑞比欧""",51116,-1,-1,-1,1764392,1134,-1
" ""MonsterName51117"""," ""围攻的魔物""",51117,-1,-1,-1,1176262,473,-1
" ""MonsterName51118"""," ""狡诈的强盗""",51118,80,-1,-1,1764392,1134,-1
" ""MonsterName51116"""," ""徘徊的瑞比欧""",51119,-1,-1,-1,1764392,1134,-1
" ""MonsterName10025"""," ""伞蜥""",51125,54,166,166,105379,364,72
" ""MonsterName51126"""," ""行刺者""",51126,88,-1,-1,1847317,485,-1
" ""MonsterName51127"""," ""盗取金币的哥布灵""",51127,79,-1,-1,1847317,485,-1
" ""MonsterName51128"""," ""躁动的恶灵""",51128,75,-1,-1,1847317,485,-1
" ""NpcName64227"""," ""兰德尔""",51129,86,-1,-1,2036084,819,-1
" ""MonsterName51130"""," ""发狂的时之使魔""",51130,80,-1,-1,1122682,922,-1
" ""MonsterName51131"""," ""发狂的时之使魔""",51131,80,-1,-1,1122682,922,-1
" ""MonsterName51132"""," ""机械守护者""",51132,88,-1,-1,1847317,485,-1
" ""MonsterName51133"""," ""机械守护者""",51133,88,-1,-1,1847317,485,-1
" ""MonsterName51134"""," ""机械改造体""",51134,88,418,418,1847317,485,132
" ""MonsterName51135"""," ""丧失理智的疯病患""",51135,88,418,418,1847317,485,132
" ""MonsterName51136"""," ""神使信者""",51136,88,418,418,1847317,485,132
" ""MonsterName51137"""," ""丧失理智的疯病患（父亲）""",51137,88,418,418,1847317,485,132
" ""MonsterName51138"""," ""丧失理智的疯病患（母亲）""",51138,88,418,418,1847317,485,132
" ""MonsterName51139"""," ""丧失理智的疯病患（弟弟）""",51139,88,418,418,1847317,485,132
" ""MonsterName51140"""," ""年轻的剧团学徒""",51140,72,-1,-1,500000,296,-1
" ""MonsterName51141"""," ""资深剧团学徒""",51141,72,-1,-1,500000,296,-1
" ""MonsterName51142"""," ""剧团明星""",51142,72,-1,-1,500000,296,-1
" ""普尔曼"""," ""被诱惑的波利""",51143,71,-1,-1,443233,702,-1
" ""MonsterName51144"""," ""绣灵的男友""",51144,1,-1,-1,500,29,-1
" ""MonsterName52001"""," ""寻宝的刺锤哥布灵""",52001,35,-1,-1,5300,131,-1
" ""MonsterName52002"""," ""寻宝的大斧哥布灵""",52002,36,-1,-1,5900,140,-1
" ""MonsterName52003"""," ""寻宝的弓箭哥布灵""",52003,36,-1,-1,2950,140,-1
" ""MonsterName10001"""," ""波利""",53001,1,-1,-1,55,3,-1
" ""MonsterName10002"""," ""绿棉虫""",53002,1,-1,-1,65,4,-1
" ""MonsterName10003"""," ""虫蛹""",53003,1,-1,-1,75,5,-1
" ""MonsterName10004"""," ""疯兔""",53004,1,-1,-1,85,6,-1
" ""MonsterName10005"""," ""盗虫卵""",53005,1,-1,-1,385,18,-1
" ""MonsterName10006"""," ""苍蝇""",53006,1,-1,-1,315,16,-1
" ""MonsterName10007"""," ""树精""",53007,1,-1,-1,205,13,-1
" ""MonsterName10008"""," ""罗达蛙""",53008,1,-1,-1,5451,94,-1
" ""MonsterName10009"""," ""盗虫""",53009,1,-1,-1,555,22,-1
" ""MonsterName10010"""," ""蝗虫""",53010,1,-1,-1,255,15,-1
" ""MonsterName10011"""," ""小鸡""",53011,1,-1,-1,115,8,-1
" ""MonsterName10012"""," ""土波利""",53012,1,-1,-1,125,9,-1
" ""MonsterName10013"""," ""大嘴鸟蛋""",53013,1,-1,-1,95,7,-1
" ""MonsterName10014"""," ""秃鹰""",53014,1,-1,-1,145,10,-1
" ""MonsterName10015"""," ""小野猪""",53015,1,-1,-1,675,24,-1
" ""MonsterName10016"""," ""沙漠幼狼""",53016,1,-1,-1,955,29,-1
" ""MonsterName10017"""," ""大嘴鸟""",53017,1,-1,-1,13651,174,-1
" ""MonsterName10018"""," ""摩卡""",53018,1,-1,-1,12658,166,-1
" ""MonsterName10019"""," ""重金属蝗虫""",53019,1,-1,-1,14703,182,-1
" ""MonsterName10020"""," ""毒蛇""",53020,1,-1,-1,15815,191,-1
" ""MonsterName10021"""," ""蝎子""",53021,1,-1,-1,16992,199,-1
" ""MonsterName10022"""," ""巨石怪""",53022,1,-1,-1,18234,208,-1
" ""MonsterName10023"""," ""蚯蚓""",53023,1,-1,-1,20927,226,-1
" ""MonsterName10024"""," ""沙漠之狼""",53024,1,-1,-1,22383,236,-1
" ""MonsterName10025"""," ""伞蜥""",53025,1,-1,-1,27667,274,-1
" ""MonsterName10026"""," ""泥人""",53026,1,-1,-1,117390,752,-1
" ""MonsterName10027"""," ""蜂兵""",53027,1,-1,-1,1576,41,-1
" ""MonsterName10028"""," ""蜗牛""",53028,1,-1,-1,2005,48,-1
" ""MonsterName10029"""," ""森灵""",53029,1,-1,-1,39648,359,-1
" ""MonsterName10030"""," ""猎蝇""",53030,1,-1,-1,4890,88,-1
" ""MonsterName10031"""," ""锹形虫""",53031,1,-1,-1,7421,117,-1
" ""MonsterName10032"""," ""狂暴野猫""",53032,1,-1,-1,117390,752,-1
" ""MonsterName10033"""," ""黑蛇""",53033,1,-1,-1,18234,208,-1
" ""MonsterName10034"""," ""毕帝特地龙""",53034,1,-1,-1,72030,550,-1
" ""MonsterName10035"""," ""毕帝特飞龙""",53035,1,-1,-1,74250,562,-1
" ""MonsterName10036"""," ""长老树精""",53036,1,-1,-1,46470,403,-1
" ""MonsterName10037"""," ""转转蛋""",53037,1,-1,-1,54085,450,-1
" ""MonsterName10038"""," ""大脚熊""",53038,1,-1,-1,41282,369,-1
" ""MonsterName10039"""," ""野猪""",53039,1,-1,-1,14703,182,-1
" ""MonsterName10040"""," ""魔锅蛋""",53040,1,-1,-1,19545,217,-1
" ""MonsterName10041"""," ""土人""",53041,1,-1,-1,50175,426,-1
" ""MonsterName10042"""," ""鬼火""",53042,1,-1,-1,55905,461,-1
" ""MonsterName10043"""," ""将军魔碑""",53043,1,-1,-1,50175,426,-1
" ""MonsterName10044"""," ""吸血蝙蝠""",53044,1,-1,-1,805,26,-1
" ""MonsterName10045"""," ""魔菇""",53045,1,-1,-1,2517,56,-1
" ""MonsterName10046"""," ""漂浮虫""",53046,1,-1,-1,1390,37,-1
" ""MonsterName10047"""," ""白鼠""",53047,1,-1,-1,1781,44,-1
" ""MonsterName10048"""," ""浮勒盗虫""",53048,1,-1,-1,1100,31,-1
" ""MonsterName10049"""," ""玛勒盗虫""",53049,1,-1,-1,2250,52,-1
" ""MonsterName10050"""," ""狼""",53050,1,-1,-1,42963,380,-1
" ""MonsterName10051"""," ""曼陀罗魔花""",53051,1,-1,-1,455,20,-1
" ""MonsterName10052"""," ""波波利""",53052,1,-1,-1,1221,34,-1
" ""MonsterName10053"""," ""青蛇""",53053,1,-1,-1,41282,369,-1
" ""MonsterName10054"""," ""克瑞米""",53054,1,-1,-1,2807,60,-1
" ""MonsterName10055"""," ""瓢虫""",53055,1,-1,-1,4374,81,-1
" ""MonsterName10056"""," ""绿苍蝇""",53056,1,-1,-1,3462,69,-1
" ""MonsterName10057"""," ""松鼠""",53057,1,-1,-1,4374,81,-1
" ""MonsterName10058"""," ""狸猫""",53058,1,-1,-1,4890,88,-1
" ""MonsterName10059"""," ""刺猬虫""",53059,1,-1,-1,6058,102,-1
" ""MonsterName10060"""," ""溜溜猴""",53060,1,-1,-1,8182,125,-1
" ""MonsterName10061"""," ""邪骸海盗""",53061,1,-1,-1,9878,142,-1
" ""MonsterName10062"""," ""邪骸食人鱼""",53062,1,-1,-1,119868,762,-1
" ""MonsterName10063"""," ""毒魔菇""",53063,1,-1,-1,3121,64,-1
" ""MonsterName10064"""," ""白幽灵""",53064,1,-1,-1,11722,158,-1
" ""MonsterName10065"""," ""库克雷""",53065,1,-1,-1,6714,109,-1
" ""MonsterName10066"""," ""海葵""",53066,1,-1,-1,7421,117,-1
" ""MonsterName10067"""," ""贝壳魔灵""",53067,1,-1,-1,114942,742,-1
" ""MonsterName10068"""," ""螃蟹""",53068,1,-1,-1,25089,254,-1
" ""MonsterName10069"""," ""水母""",53069,1,-1,-1,26356,264,-1
" ""MonsterName10070"""," ""突变蛙""",53070,1,-1,-1,315,16,-1
" ""MonsterName10071"""," ""卡那多斯""",53071,1,-1,-1,29023,284,-1
" ""MonsterName10072"""," ""剑鱼""",53072,1,-1,-1,30425,294,-1
" ""MonsterName10073"""," ""气泡虫""",53073,1,-1,-1,33373,316,-1
" ""MonsterName10074"""," ""异变鱼""",53074,1,-1,-1,34920,327,-1
" ""MonsterName10075"""," ""人鱼""",53075,1,-1,-1,38060,348,-1
" ""MonsterName10076"""," ""乌贼""",53076,1,-1,-1,36518,338,-1
" ""MonsterName10077"""," ""人鱼士兵""",53077,1,-1,-1,135420,823,-1
" ""MonsterName10078"""," ""马克""",53078,1,-1,-1,48297,414,-1
" ""MonsterName10079"""," ""狄奥斯""",53079,1,-1,-1,52103,438,-1
" ""MonsterName10080"""," ""白蚁""",53080,1,-1,-1,22383,236,-1
" ""MonsterName10081"""," ""工蚁""",53081,1,-1,-1,23866,245,-1
" ""MonsterName10082"""," ""兵蚁""",53082,1,-1,-1,27667,274,-1
" ""MonsterName10083"""," ""黑蚁""",53083,1,-1,-1,29023,284,-1
" ""MonsterName10084"""," ""红蝙蝠""",53084,1,-1,-1,3898,75,-1
" ""MonsterName10085"""," ""基尔瑟""",53085,1,-1,-1,9000,133,-1
" ""MonsterName10086"""," ""卷甲虫""",53086,1,-1,-1,38060,348,-1
" ""MonsterName10087"""," ""石斧海盗骷髅""",53087,1,-1,-1,9000,133,-1
" ""MonsterName10088"""," ""腐尸""",53088,1,-1,-1,6714,109,-1
" ""MonsterName10089"""," ""僵尸""",53089,1,-1,-1,46470,403,-1
" ""MonsterName10090"""," ""妖道""",53090,1,-1,-1,48297,414,-1
" ""MonsterName10091"""," ""鬼女""",53091,1,-1,-1,52103,438,-1
" ""MonsterName10092"""," ""九尾狐""",53092,1,-1,-1,54085,450,-1
" ""MonsterName10093"""," ""土拨鼠""",53093,1,-1,-1,8182,125,-1
" ""MonsterName10094"""," ""邪骸矿工""",53094,1,-1,-1,10839,151,-1
" ""MonsterName10095"""," ""麦斯特""",53095,1,-1,-1,11722,158,-1
" ""MonsterName10096"""," ""暗神官""",53096,1,-1,-1,92180,645,-1
" ""MonsterName10097"""," ""邪骸战士""",53097,1,-1,-1,44692,392,-1
" ""MonsterName10098"""," ""邪骸弓箭手""",53098,1,-1,-1,26356,264,-1
" ""MonsterName10099"""," ""黑狐""",53099,1,-1,-1,20927,226,-1
" ""MonsterName10100"""," ""木乃伊""",53100,1,-1,-1,30425,294,-1
" ""MonsterName10101"""," ""毕莱特""",53101,1,-1,-1,31875,305,-1
" ""MonsterName10102"""," ""绿腐尸""",53102,1,-1,-1,67731,527,-1
" ""MonsterName10103"""," ""蛇女伊丝""",53103,1,-1,-1,33373,316,-1
" ""MonsterName10104"""," ""米洛斯""",53104,1,-1,-1,34920,326,-1
" ""MonsterName10105"""," ""艾斯蜘蛛""",53105,1,-1,-1,12658,166,-1
" ""MonsterName10106"""," ""螳螂""",53106,1,-1,-1,13651,174,-1
" ""MonsterName10107"""," ""噬人花""",53107,1,-1,-1,15815,191,-1
" ""MonsterName10108"""," ""艾吉欧蜈蚣""",53108,1,-1,-1,25089,254,-1
" ""MonsterName10109"""," ""刺锤哥布灵""",53109,1,-1,-1,59673,482,-1
" ""MonsterName10110"""," ""榔头哥布灵""",53110,1,-1,-1,63613,504,-1
" ""MonsterName10111"""," ""链锤哥布灵""",53111,1,-1,-1,55905,461,-1
" ""MonsterName10112"""," ""大斧哥布灵""",53112,1,-1,-1,67731,527,-1
" ""MonsterName10113"""," ""刺刀哥布灵""",53113,1,-1,-1,72030,550,-1
" ""MonsterName10114"""," ""弓箭哥布灵""",53114,1,-1,-1,76127,571,-1
" ""MonsterName10115"""," ""喷射哥布灵""",53115,1,-1,-1,83921,608,-1
" ""MonsterName10116"""," ""杰洛米""",53116,1,-1,-1,36518,338,-1
" ""MonsterName10117"""," ""诺可伊""",53117,1,-1,-1,39648,359,-1
" ""MonsterName10118"""," ""马尔杜克""",53118,1,-1,-1,31875,305,-1
" ""MonsterName10119"""," ""帕莎纳""",53119,1,-1,-1,42963,380,-1
" ""MonsterName10120"""," ""兽人腐尸""",53120,1,-1,-1,65649,516,-1
" ""MonsterName10121"""," ""兽人战士""",53121,1,-1,-1,63613,504,-1
" ""MonsterName10122"""," ""邪骸兽人""",53122,1,-1,-1,69857,539,-1
" ""MonsterName10123"""," ""兽人女战士""",53123,1,-1,-1,79966,589,-1
" ""MonsterName10124"""," ""兹诺克""",53124,1,-1,-1,81929,598,-1
" ""MonsterName10125"""," ""赤苍蝇""",53125,1,-1,-1,10839,151,-1
" ""MonsterName10126"""," ""兽人弓箭手""",53126,1,-1,-1,90071,636,-1
" ""MonsterName10127"""," ""兽人战士长""",53127,1,-1,-1,85942,617,-1
" ""MonsterName10128"""," ""刺锤犬妖""",53128,1,-1,-1,59673,482,-1
" ""MonsterName10129"""," ""榔头犬妖""",53129,1,-1,-1,65649,516,-1
" ""MonsterName10130"""," ""犬妖弓箭手""",53130,1,-1,-1,78032,580,-1
" ""MonsterName10131"""," ""大斧犬妖""",53131,1,-1,-1,83921,608,-1
" ""MonsterName10132"""," ""南瓜先生""",53132,1,-1,-1,61621,493,-1
" ""MonsterName10133"""," ""傀儡娃娃""",53133,1,-1,-1,69857,539,-1
" ""MonsterName10134"""," ""小恶魔""",53134,1,-1,-1,79966,589,-1
" ""MonsterName10135"""," ""梦魇""",53135,1,-1,-1,87992,626,-1
" ""MonsterName10143"""," ""蚂蚁幼虫""",53143,1,-1,-1,19545,217,-1
" ""MonsterName10145"""," ""邪骸士兵""",53145,1,-1,-1,23866,245,-1
" ""MonsterName10147"""," ""变异幽浮水母""",53147,1,-1,-1,6058,102,-1
" ""MonsterName10148"""," ""短剑海盗骷髅""",53148,1,-1,-1,9878,142,-1
" ""MonsterName10149"""," ""摇滚蝗虫""",53149,1,-1,-1,5451,94,-1
" ""MonsterName10150"""," ""雪熊""",53150,1,-1,-1,16992,199,-1
